disp_x,disp_y,id,x,y,z,weight_disp_x,weight_disp_y,diff_disp_x,diff_disp_y,weighted_diff_disp,weighted_diff_disp_2noise,weighted_diff_disp_5noise
1.8006681171289e-06,-1.7270985401564e-06,24,0.0003,0.0,0,0.0,1000000000000.0,0.0,4.2391421178400085e-08,42391.42117840009,42924.70768719114,41592.774493001794
1.5786577160203e-06,-1.6179675096655e-06,25,0.0003,5e-05,0,0.0,1000000000000.0,0.0,4.423459751779989e-08,44234.59751779989,44732.53612389178,44257.04912034773
1.9565676775918e-06,-1.6100668762582e-06,26,0.000325,0.0,0,0.0,1000000000000.0,0.0,3.7627094096900033e-08,37627.09409690004,37646.76460676553,36171.97292978342
1.7062523424668e-06,-1.5007511645837e-06,27,0.000325,5e-05,0,0.0,1000000000000.0,0.0,3.925518458540019e-08,39255.18458540019,38532.5143682063,34951.3894237801
2.1136569906651e-06,-1.4772827652333e-06,28,0.00035,0.0,0,0.0,1000000000000.0,0.0,3.2648898751699856e-08,32648.898751699857,32477.470628593925,35229.68710763775
1.8315139307281e-06,-1.3674958052856e-06,29,0.00035,5e-05,0,0.0,1000000000000.0,0.0,3.405524955930009e-08,34055.24955930009,34116.514350313075,36926.79965366275
2.2718266591838e-06,-1.326111611708e-06,30,0.000375,0.0,0,0.0,1000000000000.0,0.0,2.748730021600001e-08,27487.300216000007,26362.958107625866,29223.17750372001
1.9534796571872e-06,-1.2155040915873e-06,31,0.000375,5e-05,0,0.0,1000000000000.0,0.0,2.8666567176399897e-08,28666.567176399898,27572.59551372635,29241.835455634806
2.4307231974376e-06,-1.1528076223002e-06,32,0.0004,0.0,0,0.0,1000000000000.0,0.0,2.217291813180001e-08,22172.918131800012,22872.50786863787,20985.448869176915
2.0708968581383e-06,-1.0410605690077e-06,33,0.0004,5e-05,0,0.0,1000000000000.0,0.0,2.312092130059994e-08,23120.92130059994,22569.27974816779,23574.018403667887
1.1675182415076e-07,-2.0744442303455e-06,42,2.5e-05,0.0001,0,0.0,1000000000000.0,0.0,7.891306189610034e-08,78913.06189610035,78859.13280521559,78455.190405304
0.0,-2.0781050471897e-06,43,0.0,0.0001,0,0.0,1000000000000.0,0.0,7.917016046869995e-08,79170.16046869995,78566.18401154575,78158.87457180173
